,question_id,question_text,answer_text,answer_id,freq_weighted,percent_weighted
209,S2,"As you may know, there will be an election for Governor, US Senate, US Congress, and other offices this November. How likely are you to vote in the election for US Congress? Will you definitely vote, probably vote, are the chances 50-50, probably not vote, or definitely not vote?",Definitely,1,338.8548395860001,0.8471370989819428
210,S2,"As you may know, there will be an election for Governor, US Senate, US Congress, and other offices this November. How likely are you to vote in the election for US Congress? Will you definitely vote, probably vote, are the chances 50-50, probably not vote, or definitely not vote?",Probably,2,44.67930302199999,0.11169825755723392
211,S2,"As you may know, there will be an election for Governor, US Senate, US Congress, and other offices this November. How likely are you to vote in the election for US Congress? Will you definitely vote, probably vote, are the chances 50-50, probably not vote, or definitely not vote?",Chance 50-50,3,15.082954963999999,0.037707387410754134
212,S2,"As you may know, there will be an election for Governor, US Senate, US Congress, and other offices this November. How likely are you to vote in the election for US Congress? Will you definitely vote, probably vote, are the chances 50-50, probably not vote, or definitely not vote?",Probably not,4,0.0,0.0
213,S2,"As you may know, there will be an election for Governor, US Senate, US Congress, and other offices this November. How likely are you to vote in the election for US Congress? Will you definitely vote, probably vote, are the chances 50-50, probably not vote, or definitely not vote?",Definitely not,5,0.0,0.0
214,S2,"As you may know, there will be an election for Governor, US Senate, US Congress, and other offices this November. How likely are you to vote in the election for US Congress? Will you definitely vote, probably vote, are the chances 50-50, probably not vote, or definitely not vote?",Don't Know/Refused,6,1.38290242,0.0034572560500691443
215,SW2,"Is there a chance you might consider voting for Democrat Aeryn Sun, or would you say there is NO chance you would consider voting for him?",Chance might consider Sun,1,42.041747199999996,0.20749372340920896
216,SW2,"Is there a chance you might consider voting for Democrat Aeryn Sun, or would you say there is NO chance you would consider voting for him?",NO chance would consider Sun,2,149.92068964199993,0.7399217249918433
217,SW2,"Is there a chance you might consider voting for Democrat Aeryn Sun, or would you say there is NO chance you would consider voting for him?",(Don't Know/Refused),3,10.654521923,0.05258455159894772
218,SW3,"Is there a chance you might consider voting for Republican John Crichton, or would you say there is NO chance you would consider voting for him?",Chance might consider Crichton,1,49.67230758299999,0.21614190410707249
219,SW3,"Is there a chance you might consider voting for Republican John Crichton, or would you say there is NO chance you would consider voting for him?",NO chance would consider Crichton,2,156.50523366299996,0.681010020525406
220,SW3,"Is there a chance you might consider voting for Republican John Crichton, or would you say there is NO chance you would consider voting for him?",(Don't Know/Refused),3,23.635866700999998,0.10284807536752143
221,V1,"If the election for US Congress was today, for which candidate would you vote - Democrat Aeryn Sun or Republican John Crichton? (IF UNDECIDED) But if you had to decide today, which way would you lean?",Aeryn Sun,1,193.23070362299987,0.4830767590671615
222,V1,"If the election for US Congress was today, for which candidate would you vote - Democrat Aeryn Sun or Republican John Crichton? (IF UNDECIDED) But if you had to decide today, which way would you lean?",Lean Aeryn Sun,2,4.1523376039999995,0.010380844010207623
223,V1,"If the election for US Congress was today, for which candidate would you vote - Democrat Aeryn Sun or Republican John Crichton? (IF UNDECIDED) But if you had to decide today, which way would you lean?",John Crichton,3,162.73787435099987,0.4068446858856368
224,V1,"If the election for US Congress was today, for which candidate would you vote - Democrat Aeryn Sun or Republican John Crichton? (IF UNDECIDED) But if you had to decide today, which way would you lean?",Lean John Crichton,4,7.448717694000001,0.01862179423537245
225,V1,"If the election for US Congress was today, for which candidate would you vote - Democrat Aeryn Sun or Republican John Crichton? (IF UNDECIDED) But if you had to decide today, which way would you lean?",(Undecided/Refused),5,32.43036672,0.08107591680162157
